iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,total_vaccinations,new_vaccinations,population
ALB,Europe,Albania,1/5/2022,212021,0,3224,0,1440931,5694,2367574,11284,2854710
ALB,Europe,Albania,1/11/2022,222664,2177,3247,6,1475224,8136,2419734,9006,2854710
ALB,Europe,Albania,2/15/2022,268491,187,3420,6,1581095,2789,2669695,3891,2854710
ARG,South America,Argentina,1/1/2022,5674428,20020,117181,12,28680676,46481,78272268,4570,45276780
ARG,South America,Argentina,1/2/2022,5694930,20502,117204,23,28753789,73113,78375857,103589,45276780
ARG,South America,Argentina,1/3/2022,5739326,44396,117245,41,28958120,204331,78868704,492847,45276780
ARG,South America,Argentina,1/4/2022,5820536,81210,117294,49,29197425,239305,79420060,551356,45276780
ARG,South America,Argentina,1/5/2022,5915695,95159,117346,52,29462737,265312,79966344,546284,45276780
ARG,South America,Argentina,1/6/2022,6025303,109608,117386,40,29716986,254249,80513577,547233,45276780
ARG,South America,Argentina,1/7/2022,6135836,110533,117428,42,29965146,248160,81085134,571557,45276780
ARG,South America,Argentina,1/8/2022,6237525,101689,117465,37,30110169,145023,81356646,271512,45276780
ARG,South America,Argentina,1/9/2022,6310844,73319,117492,27,30224081,113912,81520871,164225,45276780
ARG,South America,Argentina,1/10/2022,6399196,88352,117543,51,30494797,270716,82037281,516410,45276780
ARG,South America,Argentina,1/11/2022,6533635,134439,117595,52,30739870,245073,82538907,501626,45276780
ARG,South America,Argentina,1/12/2022,6664717,131082,117670,75,30970127,230257,83041031,502124,45276780
ARG,South America,Argentina,1/13/2022,6793119,128402,117808,138,31175949,205822,83507804,466773,45276780
ARG,South America,Argentina,1/14/2022,6932972,139853,117901,93,31390985,215036,83928855,421051,45276780
ARG,South America,Argentina,1/15/2022,7029624,96652,117989,88,31512990,122005,84117094,188239,45276780
ARG,South America,Argentina,1/16/2022,7094865,65241,118040,51,31594895,81905,84250989,133895,45276780
ARG,South America,Argentina,1/17/2022,7197323,102458,118231,191,31788888,193993,84672696,421707,45276780
ARG,South America,Argentina,1/18/2022,7318305,120982,118420,189,31978669,189781,85081000,408304,45276780
ARG,South America,Argentina,1/19/2022,7446626,128321,118628,208,32152499,173830,85468687,387687,45276780
ARG,South America,Argentina,1/20/2022,7576335,129709,118809,181,32316394,163895,85852799,384112,45276780
ARG,South America,Argentina,1/21/2022,7694506,118171,118969,160,32470269,153875,86225308,372509,45276780
ARG,South America,Argentina,1/22/2022,7792652,98146,119103,134,32572326,102057,86398992,173684,45276780
ARG,South America,Argentina,1/23/2022,7862536,69884,119168,65,32639793,67467,86517804,118812,45276780
ARG,South America,Argentina,1/24/2022,7940657,78121,119444,276,32783284,143491,86885426,367622,45276780
ARG,South America,Argentina,1/25/2022,8041520,100863,119703,259,32911335,128051,87233644,348218,45276780
ARG,South America,Argentina,1/26/2022,8130023,88503,120019,316,33023912,112577,87578753,345109,45276780
ARG,South America,Argentina,1/27/2022,8207752,77729,120352,333,33129427,105515,87931761,353008,45276780
ARG,South America,Argentina,1/28/2022,8271636,63884,120657,305,33221272,91845,88280679,348918,45276780
ARG,South America,Argentina,1/29/2022,8313614,41978,120836,179,33276151,54879,88438578,157899,45276780
ARG,South America,Argentina,1/30/2022,8335184,21570,120988,152,33314924,38773,88535087,96509,45276780
ARG,South America,Argentina,1/31/2022,8378656,43472,121273,285,33406743,91819,88894737,359650,45276780
ARG,South America,Argentina,2/1/2022,8427778,49122,121513,240,33487321,80578,89238081,343344,45276780
ARG,South America,Argentina,2/2/2022,8472848,45070,121834,321,33559268,71947,89555852,317771,45276780
ARG,South America,Argentina,2/3/2022,8515285,42437,122152,318,33615597,56329,89836481,280629,45276780
ARG,South America,Argentina,2/4/2022,8555379,40094,122439,287,33674907,59310,90160025,323544,45276780
ARG,South America,Argentina,2/5/2022,8577215,21836,122584,145,33709530,34623,90295694,135669,45276780
ARG,South America,Argentina,2/6/2022,8589879,12664,122684,100,33732502,22972,90387101,91407,45276780
ARG,South America,Argentina,2/7/2022,8615285,25406,122943,259,33790928,58426,90675318,288217,45276780
ARG,South America,Argentina,2/8/2022,8648075,32790,123227,284,33842597,51669,90949055,273737,45276780
ARG,South America,Argentina,2/9/2022,8675327,27252,123444,217,33892728,50131,91251705,302650,45276780
ARG,South America,Argentina,2/10/2022,8700437,25110,123707,263,33943806,51078,91521261,269556,45276780
ARG,South America,Argentina,2/11/2022,8716940,16503,123859,152,33986020,42214,91764161,242900,45276780
ARG,South America,Argentina,2/12/2022,8728262,11322,123987,128,34014776,28756,91888064,123903,45276780
ARG,South America,Argentina,2/13/2022,8734551,6289,124081,94,34034507,19731,91965386,77322,45276780
ARG,South America,Argentina,2/14/2022,8747601,13050,124349,268,34085930,51423,92197154,231768,45276780
ARG,South America,Argentina,2/15/2022,8766174,18573,124585,236,34136285,50355,92416487,219333,45276780
ARG,South America,Argentina,2/16/2022,8783208,17034,124765,180,34184811,48526,92634150,217663,45276780
ARG,South America,Argentina,2/17/2022,8799858,16650,124924,159,34231354,46543,92847565,213415,45276780
ARG,South America,Argentina,2/18/2022,8815247,15389,125062,138,34276589,45235,93065004,217439,45276780
ARG,South America,Argentina,2/19/2022,8823054,7807,125185,123,34303809,27220,93154025,89021,45276780
ARG,South America,Argentina,2/20/2022,8827504,4450,125278,93,34322383,18574,93208237,54212,45276780
ARG,South America,Argentina,2/21/2022,8838674,11170,125451,173,34370336,47953,93413336,205099,45276780
ARG,South America,Argentina,2/22/2022,8855624,16950,125618,167,34417024,46688,93618975,205639,45276780
ARG,South America,Argentina,2/23/2022,8868188,12564,125775,157,34460553,43529,93827267,208292,45276780
ARG,South America,Argentina,2/24/2022,8878486,10298,125872,97,34500403,39850,94000680,173413,45276780
ARG,South America,Argentina,2/25/2022,8887973,9487,125958,86,34540734,40331,94209360,208680,45276780
ARG,South America,Argentina,2/26/2022,8893568,5595,126048,90,34564365,23631,94282399,73039,45276780
ARG,South America,Argentina,2/27/2022,8897178,3610,126120,72,34581688,17323,94317816,35417,45276780
ARG,South America,Argentina,2/28/2022,8900656,3478,126152,32,34603380,21692,94363013,45197,45276780
ARG,South America,Argentina,3/1/2022,8904176,3520,126257,105,34624709,21329,94407126,44113,45276780
ARG,South America,Argentina,3/2/2022,8912317,8141,126390,133,34669933,45224,94542357,135231,45276780
ARG,South America,Argentina,3/3/2022,8921536,9219,126531,141,34714053,44120,94670901,128544,45276780
ARG,South America,Argentina,3/4/2022,8929898,8362,126624,93,34758767,44714,94797214,126313,45276780
ARG,South America,Argentina,3/5/2022,8934328,4430,126708,84,34786086,27319,94856080,58866,45276780
ARG,South America,Argentina,3/6/2022,8936602,2274,126768,60,34804356,18270,94911174,55094,45276780
ARG,South America,Argentina,3/7/2022,8942888,6286,126842,74,34850195,45839,95064610,153436,45276780
ARG,South America,Argentina,3/8/2022,8949362,6474,126901,59,34890813,40618,95169473,104863,45276780
ARG,South America,Argentina,3/9/2022,8955458,6096,126955,54,34931201,40388,95289694,120221,45276780
ARG,South America,Argentina,3/10/2022,8961595,6137,127009,54,34967458,36257,95407064,117370,45276780
ARG,South America,Argentina,3/11/2022,8967210,5615,127051,42,35003044,35586,95535500,128436,45276780
ARG,South America,Argentina,3/12/2022,8970196,2986,127122,71,35025331,22287,95593249,57749,45276780
ARG,South America,Argentina,3/13/2022,8971432,1236,127187,65,35041752,16421,95621659,28410,45276780
ARG,South America,Argentina,3/14/2022,8976079,4647,127257,70,35084694,42942,95728590,106931,45276780
ARG,South America,Argentina,3/15/2022,8981155,5076,127295,38,35125845,41151,95855769,127179,45276780
ARG,South America,Argentina,3/16/2022,8985836,4681,127334,39,35166540,40695,95976358,120589,45276780
ARG,South America,Argentina,3/17/2022,8990413,4577,127363,29,35202042,35502,96093580,117222,45276780
ARG,South America,Argentina,3/18/2022,9004829,14416,127439,76,35232115,30073,96218446,124866,45276780
ARG,South America,Argentina,3/19/2022,9006526,1697,127483,44,35250605,18490,96285890,67444,45276780
ARG,South America,Argentina,3/20/2022,9007753,1227,127494,11,35263305,12700,96317781,31891,45276780
ARG,South America,Argentina,3/21/2022,9011367,3614,127599,105,35297205,33900,96436060,118279,45276780
ARG,South America,Argentina,3/22/2022,9016057,4690,127675,76,35328674,31469,96545276,109216,45276780
ARG,South America,Argentina,3/23/2022,9019660,3603,127752,77,35360222,31548,96663427,118151,45276780
ARG,South America,Argentina,3/24/2022,9021240,1580,127780,28,35374538,14316,96687965,24538,45276780
ARG,South America,Argentina,3/25/2022,9023812,2572,127846,66,35400127,25589,96800830,112865,45276780
ARG,South America,Argentina,3/26/2022,9025257,1445,127904,58,35415874,15747,96850602,49772,45276780
ARG,South America,Argentina,3/27/2022,9026075,818,127909,5,35427793,11919,96872648,22046,45276780
ARG,South America,Argentina,3/28/2022,9028730,2655,127943,34,35457639,29846,96980850,108202,45276780
ARG,South America,Argentina,3/29/2022,9032162,3432,127970,27,35485161,27522,97078198,97348,45276780
ARG,South America,Argentina,3/30/2022,9035127,2965,127997,27,35510887,25726,97172625,94427,45276780
ARG,South America,Argentina,3/31/2022,9037911,2784,128019,22,35532961,22074,97271052,98427,45276780
ARG,South America,Argentina,4/1/2022,9039838,1927,128052,33,35554076,21115,97360291,89239,45276780
ARG,South America,Argentina,4/2/2022,9040640,802,128059,7,35565525,11449,97385069,24778,45276780
ARG,South America,Argentina,4/3/2022,9041124,484,128065,6,35574735,9210,97399745,14676,45276780
ARG,South America,Argentina,4/4/2022,9043098,1974,128086,21,35598120,23385,97477450,77705,45276780
ARG,South America,Argentina,4/5/2022,9045326,2228,128106,20,35619976,21856,97553383,75933,45276780
ARG,South America,Argentina,4/6/2022,9047408,2082,128144,38,35641867,21891,97624153,70770,45276780
ARG,South America,Argentina,4/7/2022,9049250,1842,128158,14,35661092,19225,97691116,66963,45276780
ARG,South America,Argentina,4/8/2022,9051243,1993,128194,36,35678404,17312,97765626,74510,45276780
ARG,South America,Argentina,4/9/2022,9052083,840,128197,3,35689012,10608,97795127,29501,45276780
ARG,South America,Argentina,4/10/2022,9052536,453,128198,1,35697634,8622,97807819,12692,45276780
ARG,South America,Argentina,4/11/2022,9054126,1590,128233,35,35717514,19880,97875722,67903,45276780
ARG,South America,Argentina,4/12/2022,9056203,2077,128268,35,35734355,16841,97945446,69724,45276780
ARG,South America,Argentina,4/13/2022,9057923,1720,128285,17,35749167,14812,98021026,75580,45276780
ARG,South America,Argentina,4/14/2022,9059351,1428,128306,21,35757803,8636,98043700,22674,45276780
ARG,South America,Argentina,4/15/2022,9059944,593,128327,21,35763905,6102,98056107,12407,45276780
ARG,South America,Argentina,4/16/2022,9060495,551,128344,17,35771694,7789,98079233,23126,45276780
ARG,South America,Argentina,4/17/2022,9060923,428,128344,0,35777828,6134,98086231,6998,45276780
ARG,South America,Argentina,4/18/2022,9060923,0,128344,0,35794381,16553,98178554,92323,45276780
ARG,South America,Argentina,4/19/2022,9060923,0,128344,0,35809439,15058,98280395,101841,45276780
ARG,South America,Argentina,4/20/2022,9060923,0,128344,0,35824096,14657,98394857,114462,45276780
ARG,South America,Argentina,4/21/2022,9060923,0,128344,0,35837772,13676,98503334,108477,45276780
ARG,South America,Argentina,4/22/2022,9060923,0,128344,0,35849450,11678,98618443,115109,45276780
ARG,South America,Argentina,4/23/2022,9060923,0,128344,0,35856615,7165,98661908,43465,45276780
ARG,South America,Argentina,4/24/2022,9060923,0,128344,0,35862166,5551,98679401,17493,45276780
ARG,South America,Argentina,4/25/2022,9072230,11307,128542,198,35876017,13851,98796024,116623,45276780
ARG,South America,Argentina,4/26/2022,9072230,0,128542,0,35889279,13262,98904725,108701,45276780
ARG,South America,Argentina,4/27/2022,9072230,0,128542,0,35902873,13594,99020056,115331,45276780
ARG,South America,Argentina,4/28/2022,9072230,0,128542,0,35915551,12678,99149997,129941,45276780
ARG,South America,Argentina,4/29/2022,9072230,0,128542,0,35926738,11187,99282715,132718,45276780
ARG,South America,Argentina,4/30/2022,9072230,0,128542,0,35933445,6707,99329388,46673,45276780
ARG,South America,Argentina,5/1/2022,9083673,11443,128653,111,35938169,4724,99330483,1095,45276780
ARG,South America,Argentina,5/2/2022,9083673,0,128653,0,35952036,13867,99441575,111092,45276780
ARG,South America,Argentina,5/3/2022,9083673,0,128653,0,35965271,13235,99567896,126321,45276780
ARG,South America,Argentina,5/4/2022,9083673,0,128653,0,35979218,13947,99698635,130739,45276780
ARG,South America,Argentina,5/5/2022,9083673,0,128653,0,35993894,14676,99852170,153535,45276780
ARG,South America,Argentina,5/6/2022,9083673,0,128653,0,36008048,14154,100003892,151722,45276780
ARG,South America,Argentina,5/7/2022,9083673,0,128653,0,36017038,8990,100061318,57426,45276780
ARG,South America,Argentina,5/8/2022,9101319,17646,128729,76,36024187,7149,100090937,29619,45276780
ARG,South America,Argentina,5/9/2022,9101319,0,128729,0,36044597,20410,100247343,156406,45276780
ARG,South America,Argentina,5/10/2022,9101319,0,128729,0,36064357,19760,100424146,176803,45276780
ARG,South America,Argentina,5/11/2022,9101319,0,128729,0,36085567,21210,100585339,161193,45276780
ARG,South America,Argentina,5/12/2022,9101319,0,128729,0,36105725,20158,100752765,167426,45276780
ARG,South America,Argentina,5/13/2022,9101319,0,128729,0,36126659,20934,100955979,203214,45276780
ARG,South America,Argentina,5/14/2022,9101319,0,128729,0,36138294,11635,101044431,88452,45276780
ARG,South America,Argentina,5/15/2022,9135308,33989,128776,47,36146982,8688,101085960,41529,45276780
ARG,South America,Argentina,5/16/2022,9135308,0,128776,0,36170021,23039,101262782,176822,45276780
ARG,South America,Argentina,5/17/2022,9135308,0,128776,0,36191790,21769,101469717,206935,45276780
ARG,South America,Argentina,5/18/2022,9135308,0,128776,0,36201358,9568,101472359,2642,45276780
ARG,South America,Argentina,5/19/2022,9135308,0,128776,0,36227489,26131,101669850,197491,45276780
ARG,South America,Argentina,5/20/2022,9135308,0,128776,0,36252389,24900,101879455,209605,45276780
ARG,South America,Argentina,5/21/2022,9135308,0,128776,0,36267556,15167,101990340,110885,45276780
ARG,South America,Argentina,5/22/2022,9178795,43487,128825,49,36277794,10238,102041361,51021,45276780
ARG,South America,Argentina,5/23/2022,9178795,0,128825,0,36308832,31038,102265647,224286,45276780
ARG,South America,Argentina,5/24/2022,9178795,0,128825,0,36336932,28100,102474647,209000,45276780
ARG,South America,Argentina,5/25/2022,9178795,0,128825,0,36348524,11592,102510902,36255,45276780
ARG,South America,Argentina,5/26/2022,9178795,0,128825,0,36374085,25561,102720168,209266,45276780
ARG,South America,Argentina,5/27/2022,9178795,0,128825,0,36397381,23296,102950919,230751,45276780
ARG,South America,Argentina,5/28/2022,9178795,0,128825,0,36409429,12048,103064491,113572,45276780
ARG,South America,Argentina,5/29/2022,9230573,51778,128889,64,36418189,8760,103122339,57848,45276780
ARG,South America,Argentina,5/30/2022,9230573,0,128889,0,36541392,123203,103321145,198806,45276780
ARG,South America,Argentina,5/31/2022,9230573,0,128889,0,36603788,62396,103511027,189882,45276780
ARG,South America,Argentina,6/1/2022,9230573,0,128889,0,36624317,20529,103670566,159539,45276780
ARG,South America,Argentina,6/2/2022,9230573,0,128889,0,36642598,18281,103831205,160639,45276780
ARG,South America,Argentina,6/3/2022,9230573,0,128889,0,36657754,15156,104006798,175593,45276780
ARG,South America,Argentina,6/4/2022,9230573,0,128889,0,36663990,6236,104049464,42666,45276780
AUS,Oceania,Australia,1/3/2022,537308,44745,2270,4,55646598,202837,42812691,44421,25921089
AUS,Oceania,Australia,1/4/2022,608803,71495,2290,20,55858644,212046,43024593,211902,25921089
AUS,Oceania,Australia,1/5/2022,684229,75426,2302,12,56078371,219727,43286155,261562,25921089
AUS,Oceania,Australia,1/6/2022,762458,78229,2321,19,56326737,248366,43558448,272293,25921089
AUS,Oceania,Australia,1/7/2022,860550,98092,2337,16,56585287,258550,43823668,265220,25921089
AUS,Oceania,Australia,1/8/2022,972457,111907,2366,29,56866257,280970,43987111,163443,25921089
AUS,Oceania,Australia,1/9/2022,1045291,72834,2387,21,57125238,258981,44086608,99497,25921089
AUS,Oceania,Australia,1/10/2022,1139097,93806,2415,28,57346339,221101,44374463,287855,25921089
AUS,Oceania,Australia,1/11/2022,1223505,84408,2465,50,57561497,215158,44700720,326257,25921089
AUS,Oceania,Australia,1/12/2022,1398776,175271,2522,57,57850394,288897,45045755,345035,25921089
AUS,Oceania,Australia,1/13/2022,1526961,128185,2572,50,58069697,219303,45391353,345598,25921089
AUS,Oceania,Australia,1/14/2022,1613249,86288,2621,49,58321885,252188,45729166,337813,25921089
AUS,Oceania,Australia,1/15/2022,1726116,112867,2673,52,58534983,213098,45919637,190471,25921089
AUS,Oceania,Australia,1/16/2022,1786007,59891,2692,19,58785257,250274,46034466,114829,25921089
AUS,Oceania,Australia,1/17/2022,1870362,84355,2773,81,58984445,199188,46361913,327447,25921089
AUS,Oceania,Australia,1/18/2022,1954977,84615,2843,70,59149690,165245,46682438,320525,25921089
AUS,Oceania,Australia,1/19/2022,2022581,67604,2890,47,59362737,213047,47013624,331186,25921089
AUS,Oceania,Australia,1/20/2022,2086522,63941,2978,88,59549278,186541,47364850,351226,25921089
AUS,Oceania,Australia,1/21/2022,2129688,43166,3043,65,59736423,187145,47698880,334030,25921089
AUS,Oceania,Australia,1/22/2022,2196870,67182,3121,78,59891185,154762,47889638,190758,25921089
AUS,Oceania,Australia,1/23/2022,2229104,32234,3148,27,60052944,161759,48010195,120557,25921089
AUS,Oceania,Australia,1/24/2022,2287126,58022,3230,82,60163582,110638,48330551,320356,25921089
AUS,Oceania,Australia,1/25/2022,2340046,52920,3299,69,60297892,134310,48651936,321385,25921089
AUS,Oceania,Australia,1/26/2022,2391062,51016,3390,91,60459462,161570,48734111,82175,25921089
AUS,Oceania,Australia,1/27/2022,2457285,66223,3477,87,60599918,140456,49037474,303363,25921089
AUS,Oceania,Australia,1/28/2022,2523265,65980,3632,155,60702677,102759,49343894,306420,25921089
AUS,Oceania,Australia,1/29/2022,2570523,47258,3718,86,60840097,137420,49516636,172742,25921089
AUS,Oceania,Australia,1/30/2022,2607242,36719,3760,42,60959433,119336,49607239,90603,25921089
AUS,Oceania,Australia,2/1/2022,2620532,40146,3905,70,61151036,92547,50132340,266050,25921089
AUS,Oceania,Australia,2/2/2022,2644760,24228,3987,82,61281383,130347,50400541,268201,25921089
AUS,Oceania,Australia,2/3/2022,2676939,32179,4073,86,61391571,110188,50653287,252746,25921089
AUS,Oceania,Australia,2/4/2022,2704275,27336,4154,81,61491811,100240,50900072,246785,25921089
AUS,Oceania,Australia,2/5/2022,2727260,22985,4200,46,61597812,106001,51027861,127789,25921089
AUS,Oceania,Australia,2/6/2022,2752507,25247,4248,48,61685982,88170,51098236,70375,25921089
AUS,Oceania,Australia,2/7/2022,2779880,27373,4302,54,61768507,82525,51313905,215669,25921089
AUS,Oceania,Australia,2/8/2022,2811390,31510,4373,71,61854639,86132,51533463,219558,25921089
AUS,Oceania,Australia,2/9/2022,2822873,11483,4422,49,61968530,113891,51747277,213814,25921089
AUS,Oceania,Australia,2/10/2022,2854123,31250,4479,57,62063166,94636,51948284,201007,25921089
AUS,Oceania,Australia,2/11/2022,2876687,22564,4543,64,62163476,100310,52150693,202409,25921089
AUS,Oceania,Australia,2/12/2022,2902294,25607,4593,50,62235928,72452,52258992,108299,25921089
AUS,Oceania,Australia,2/13/2022,2914583,12289,4604,11,62322827,86899,52308370,49378,25921089
AUS,Oceania,Australia,2/14/2022,2945496,30913,4664,60,62390424,67597,52474947,166577,25921089
AUS,Oceania,Australia,2/15/2022,2969890,24394,4726,62,62448135,57711,52635184,160237,25921089
AUS,Oceania,Australia,2/17/2022,2990045,22729,4833,36,62656365,105258,52941505,150249,25921089
AUS,Oceania,Australia,2/18/2022,3013262,23217,4878,45,62746248,89883,53096563,155058,25921089
AUS,Oceania,Australia,2/19/2022,3030638,17376,4912,34,62825366,79118,53183572,87009,25921089
AUS,Oceania,Australia,2/20/2022,3048857,18219,4929,17,62891271,65905,53224792,41220,25921089
AUS,Oceania,Australia,2/21/2022,3074020,25163,4966,37,62942737,51466,53365398,140606,25921089
AUS,Oceania,Australia,2/22/2022,3099249,25229,5025,59,63024944,82207,53497461,132063,25921089
AUS,Oceania,Australia,2/23/2022,3124101,24852,5062,37,63125647,100703,53621446,123985,25921089
AUS,Oceania,Australia,2/24/2022,3150771,26670,5095,33,63215179,89532,53744582,123136,25921089
AUS,Oceania,Australia,2/25/2022,3170574,19803,5131,36,63315728,100549,53866202,121620,25921089
AUS,Oceania,Australia,2/26/2022,3188117,17543,5157,26,63394389,78661,53932803,66601,25921089
AUS,Oceania,Australia,2/27/2022,3209599,21482,5171,14,63465213,70824,53963467,30664,25921089
AUS,Oceania,Australia,2/28/2022,3235017,25418,5210,39,63523582,58369,54065507,102040,25921089
AUS,Oceania,Australia,3/1/2022,3256772,21755,5269,59,63593367,69785,54155508,90001,25921089
AUS,Oceania,Australia,3/2/2022,3296784,40012,5316,47,63691521,98154,54241892,86384,25921089
AUS,Oceania,Australia,3/3/2022,3321943,25159,5354,38,63786457,94936,54327853,85961,25921089
AUS,Oceania,Australia,3/4/2022,3344659,22716,5402,48,63878542,92085,54418534,90681,25921089
AUS,Oceania,Australia,3/5/2022,3362035,17376,5416,14,63958888,80346,54469705,51171,25921089
AUS,Oceania,Australia,3/6/2022,3384217,22182,5425,9,64028929,70041,54492395,22690,25921089
AUS,Oceania,Australia,3/7/2022,3429179,44962,5464,39,64093950,65021,54570032,77637,25921089
AUS,Oceania,Australia,3/8/2022,3459870,30691,5495,31,64165448,71498,54659334,89302,25921089
AUS,Oceania,Australia,3/9/2022,3496205,36335,5520,25,64265447,99999,54749553,90219,25921089
AUS,Oceania,Australia,3/10/2022,3527894,31689,5550,30,64359555,94108,54842227,92674,25921089
AUS,Oceania,Australia,3/11/2022,3562971,35077,5571,21,64470080,110525,54948620,106393,25921089
AUS,Oceania,Australia,3/12/2022,3596466,33495,5587,16,64555122,85042,55020466,71846,25921089
AUS,Oceania,Australia,3/13/2022,3622906,26440,5590,3,64640707,85585,55054842,34376,25921089
AUS,Oceania,Australia,3/14/2022,3651709,28803,5615,25,64710352,69645,55128376,73534,25921089
AUS,Oceania,Australia,3/15/2022,3706018,54309,5638,23,64787909,77557,55224388,96012,25921089
AUS,Oceania,Australia,3/16/2022,3763166,57148,5662,24,64889929,102020,55316946,92558,25921089
AUS,Oceania,Australia,3/17/2022,3812332,49166,5691,29,65010968,121039,55408135,91189,25921089
AUS,Oceania,Australia,3/18/2022,3859284,46952,5722,31,65112260,101292,55507339,99204,25921089
AUS,Oceania,Australia,3/19/2022,3900138,40854,5725,3,65221844,109584,55577748,70409,25921089
AUS,Oceania,Australia,3/20/2022,3943368,43230,5736,11,65324860,103016,55613993,36245,25921089
AUS,Oceania,Australia,3/21/2022,3996431,53063,5763,27,65406558,81698,55700491,86498,25921089
AUS,Oceania,Australia,3/22/2022,4053987,57556,5786,23,65446475,39917,55783094,82603,25921089
AUS,Oceania,Australia,3/23/2022,4113691,59704,5817,31,65592780,146305,55854308,71214,25921089
AUS,Oceania,Australia,3/24/2022,4180473,66782,5850,33,65706632,113852,55932910,78602,25921089
AUS,Oceania,Australia,3/25/2022,4228461,47988,5875,25,65836260,129628,56017618,84708,25921089
AUS,Oceania,Australia,3/26/2022,4275210,46749,5893,18,65953829,117569,56077605,59987,25921089
AUS,Oceania,Australia,3/27/2022,4326181,50971,5897,4,66069576,115747,56107787,30182,25921089
AUS,Oceania,Australia,3/28/2022,4381919,55738,5926,29,66168140,98564,56179315,71528,25921089
AUS,Oceania,Australia,3/29/2022,4447442,65523,5959,33,66276358,108218,56242913,63598,25921089
AUS,Oceania,Australia,3/30/2022,4507681,60239,5993,34,66416441,140083,56303174,60261,25921089
AUS,Oceania,Australia,3/31/2022,4573066,65385,6008,15,66546212,129771,56362692,59518,25921089
AUS,Oceania,Australia,4/2/2022,4676260,48097,6383,18,66788210,108184,56461823,39866,25921089
AUS,Oceania,Australia,4/3/2022,4716870,40610,6392,9,66887250,99040,56481559,19736,25921089
AUS,Oceania,Australia,4/4/2022,4772414,55544,6425,33,66984863,97613,56532490,50931,25921089
AUS,Oceania,Australia,4/5/2022,4848211,75797,6462,37,67085597,100734,56579444,46954,25921089
AUS,Oceania,Australia,4/6/2022,4910819,62608,6495,33,67219381,133784,56624383,44939,25921089
AUS,Oceania,Australia,4/7/2022,4971300,60481,6526,31,67351674,132293,56668400,44017,25921089
AUS,Oceania,Australia,4/8/2022,5020617,49317,6550,24,67478280,126606,56715194,46794,25921089
AUS,Oceania,Australia,4/9/2022,5059642,39025,6562,12,67583985,105705,56738523,23329,25921089
AUS,Oceania,Australia,4/10/2022,5108366,48724,6569,7,67680643,96658,56751553,13030,25921089
AUS,Oceania,Australia,4/11/2022,5154633,46267,6609,40,67762200,81557,56805008,53455,25921089
AUS,Oceania,Australia,4/12/2022,5207650,53017,6648,39,67847632,85432,56848280,43272,25921089
AUS,Oceania,Australia,4/13/2022,5262359,54709,6693,45,67959817,112185,56887009,38729,25921089
AUS,Oceania,Australia,4/14/2022,5308858,46499,6727,34,68072923,113106,56926704,39695,25921089
AUS,Oceania,Australia,4/15/2022,5345438,36580,6755,28,68173310,100387,56930398,3694,25921089
AUS,Oceania,Australia,4/16/2022,5384615,39177,6779,24,68259410,86100,56939761,9363,25921089
AUS,Oceania,Australia,4/17/2022,5416980,32365,6787,8,68314619,55209,56942327,2566,25921089
AUS,Oceania,Australia,4/18/2022,5459012,42032,6804,17,68374034,59415,56947015,4688,25921089
AUS,Oceania,Australia,4/19/2022,5509592,50580,6845,41,68438949,64915,56982786,35771,25921089
AUS,Oceania,Australia,4/20/2022,5563493,53901,6891,46,68521092,82143,57016295,33509,25921089
AUS,Oceania,Australia,4/21/2022,5613341,49848,6939,48,68626642,105550,57049425,33130,25921089
AUS,Oceania,Australia,4/22/2022,5650550,37209,6978,39,68725615,98973,57083407,33982,25921089
AUS,Oceania,Australia,4/23/2022,5685602,35052,6983,5,68809729,84114,57102257,18850,25921089
AUS,Oceania,Australia,4/24/2022,5719311,33709,7006,23,68879615,69886,57111207,8950,25921089
AUS,Oceania,Australia,4/25/2022,5756791,37480,7052,46,68936116,56501,57114250,3043,25921089
AUS,Oceania,Australia,4/26/2022,5796700,39909,7112,60,68999108,62992,57142090,27840,25921089
AUS,Oceania,Australia,4/27/2022,5847576,50876,7164,52,69073514,74406,57166332,24242,25921089
AUS,Oceania,Australia,4/28/2022,5889356,41780,7187,23,69172527,99013,57190222,23890,25921089
AUS,Oceania,Australia,4/29/2022,5927528,38172,7236,49,69264961,92434,57215380,25158,25921089
AUS,Oceania,Australia,4/30/2022,5953142,25614,7250,14,69345105,80144,57229797,14417,25921089
AUS,Oceania,Australia,5/2/2022,6030240,37881,7310,66,69477142,60572,57252655,17629,25921089
AUS,Oceania,Australia,5/3/2022,6072564,42324,7355,45,69543932,66790,57272196,19541,25921089
AUS,Oceania,Australia,5/4/2022,6130822,58258,7423,68,69633418,89486,57291080,18884,25921089
AUS,Oceania,Australia,5/5/2022,6171633,40811,7453,30,69736592,103174,57310690,19610,25921089
AUS,Oceania,Australia,5/6/2022,6207668,36035,7495,42,69815498,78906,57330123,19433,25921089
AUS,Oceania,Australia,5/7/2022,6246474,38806,7509,14,69899709,84211,57339879,9756,25921089
AUS,Oceania,Australia,5/8/2022,6286931,40457,7516,7,69970822,71113,57343438,3559,25921089
AUS,Oceania,Australia,5/9/2022,6334964,48033,7559,43,70040749,69927,57360651,17213,25921089
AUS,Oceania,Australia,5/10/2022,6392018,57054,7616,57,70117750,77001,57377636,16985,25921089
AUS,Oceania,Australia,5/11/2022,6449366,57348,7668,52,70226063,108313,57394319,16683,25921089
